ID,Program.Code,From.Grade,To.Grade,Group.State,Is.Non.Annual.,Days,Travel.Type,Departure.Date,Return.Date,Deposit.Date,Special.Pay,Tuition,FRP.Active,FRP.Cancelled,FRP.Take.up.percent.,Early.RPL,Latest.RPL,Cancelled.Pax,Total.Discount.Pax,Initial.System.Date,Poverty.Code,Region,CRM.Segment,School.Type,Parent.Meeting.Flag,MDR.Low.Grade,MDR.High.Grade,Total.School.Enrollment,Income.Level,EZ.Pay.Take.Up.Rate,School.Sponsor,SPR.Product.Type,SPR.New.Existing,FPP,Total.Pax,SPR.Group.Revenue,NumberOfMeetingswithParents,FirstMeeting,LastMeeting,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,SchoolGradeTypeLow,SchoolGradeTypeHigh,SchoolGradeType,DepartureMonth,GroupGradeTypeLow,GroupGradeTypeHigh,GroupGradeType,MajorProgramCode,SingleGradeTripFlag,FPP.to.School.enrollment,FPP.to.PAX,Num.of.Non_FPP.PAX,SchoolSizeIndicator,Retained.in.2012.
66,HC,5,6,AL,1,5,A,3/3/2011,3/7/2011,11/6/2010,NA,1813,36,8,0.72,5/7/2010,5/7/2010,8,3,8/31/2009,C,Other,4,PUBLIC,1,PK,5,400,C,0.28,0,East Coast,EXISTING,50,53,1813,2,8/19/2010,11/2/2010,196,121,Elementary,Middle,Elementary->Middle,March,PK,Elementary,PK->Elementary,H,0,0.125,0.943396226,3,S-M,0
67,HP,4,4,CA,0,1,B,3/4/2011,3/4/2011,10/15/2010,SA,149,0,0,0,5/19/2010,5/19/2010,1,1,3/31/2010,,Southern California,4,Private non-Christian,0,K,6,280,Q,0,1,CA History,EXISTING,25,26,149,0,NA,NA,NA,NA,Elementary,Elementary,Elementary->Elementary,March,K,Middle,K->Middle,H,1,0.089285714,0.961538462,1,S,1
68,HD,8,8,NY,0,3,A,3/4/2011,3/6/2011,11/1/2010,FR,987,94,10,0.686,3/15/2010,8/12/2010,10,13,2/27/2010,A,Other,5,PUBLIC,1,6,8,1232,O,0.219,0,East Coast,EXISTING,137,150,987,1,1/31/2011,1/31/2011,32,32,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.111201299,0.913333333,13,L,1
69,HD,7,7,IL,0,3,A,3/4/2011,3/7/2011,10/5/2010,NA,1040,65,6,0.707,2/25/2010,8/20/2010,5,10,2/25/2010,B,Other,10,PUBLIC,1,7,8,478,L,0.196,0,East Coast,EXISTING,92,102,1040,1,9/23/2010,9/23/2010,162,162,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.192468619,0.901960784,10,S-M,1
70,HD,8,8,KY,0,5,B,3/4/2011,3/9/2011,9/30/2010,NA,899,34,5,0.642,4/26/2010,8/19/2010,8,4,4/27/2010,C,Other,2,PUBLIC,1,6,8,669,E,0.17,0,East Coast,EXISTING,53,57,899,2,5/11/2010,9/7/2010,297,178,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.07922272,0.929824561,4,M-L,1
71,SG,8,8,OR,0,8,A,3/4/2011,3/11/2011,10/1/2010,NA,2048,16,6,0.246,3/1/2010,8/20/2010,7,8,2/19/2010,B,Pacific Northwest,7,PUBLIC,1,6,8,495,J,0.154,0,Science,EXISTING,65,73,2048,1,9/19/2010,9/19/2010,166,166,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,S,1,0.131313131,0.890410959,8,S-M,1
72,HD,NA,NA,IL,0,3,A,3/5/2011,3/7/2011,10/9/2010,NA,1066,88,3,0.765,4/20/2010,8/23/2010,4,11,1/28/2010,A,Other,5,PUBLIC,1,6,8,586,Q,0.226,0,East Coast,EXISTING,115,126,1066,1,9/1/2010,9/1/2010,185,185,Undefined,Undefined,Undefined->Undefined,March,Middle,Middle,Middle->Middle,H,0,0.196245734,0.912698413,11,M-L,1
73,HD,NA,NA,LA,0,4,A,3/5/2011,3/8/2011,10/1/2010,NA,1400,17,5,0.739,2/25/2010,8/16/2010,5,2,2/23/2010,,Other,5,Catholic,1,PK,7,900,L,0.044,0,East Coast,EXISTING,23,25,1400,1,8/31/2010,8/31/2010,186,186,Undefined,Undefined,Undefined->Undefined,March,PK,Middle,PK->Middle,H,0,0.025555556,0.92,2,L,1
74,HD,8,8,NE,0,4,A,3/5/2011,3/9/2011,11/1/2010,NA,1319,16,3,0.485,3/25/2010,3/25/2010,9,5,3/26/2010,B,Other,10,PUBLIC,1,6,8,835,I,0.152,0,East Coast,NEW,33,38,1319,2,5/19/2010,9/8/2010,290,178,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.039520958,0.868421053,5,L,1
75,HC,8,8,TX,0,5,A,3/6/2011,3/10/2011,11/1/2010,NA,1924,20,11,0.741,2/11/2010,8/23/2010,14,3,2/10/2010,C,Dallas,10,PUBLIC,1,6,8,996,K,0.185,0,East Coast,EXISTING,27,30,1924,1,9/14/2010,9/14/2010,173,173,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.027108434,0.9,3,L,1
76,HD,8,8,MA,0,5,B,3/6/2011,3/10/2011,10/22/2010,NA,849,46,18,0.455,4/12/2010,9/20/2010,21,8,4/8/2010,B,Other,8,PUBLIC,1,9,12,497,N,0.168,0,East Coast,NEW,101,109,849,1,10/7/2010,10/7/2010,150,150,Middle,Middle,Middle->Middle,March,High,High,High->High,H,1,0.203219316,0.926605505,8,S-M,1
77,HD,8,8,MS,0,5,B,3/6/2011,3/11/2011,11/1/2010,SA,1268,1,0,0.031,3/23/2010,9/2/2010,0,3,3/19/2010,,Other,10,CHD,1,PK,12,310,B,0,0,East Coast,EXISTING,32,35,1268,1,9/30/2010,9/30/2010,157,157,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.103225806,0.914285714,3,S,1
78,CD,6,6,FL,0,6,A,3/6/2011,3/11/2011,10/15/2010,FR,1393,11,4,0.611,5/7/2010,8/25/2010,4,2,5/8/2010,,Other,10,CHD,1,PK,12,550,Z,0.111,0,East Coast,EXISTING,18,20,1393,2,5/27/2010,8/30/2010,283,188,Middle,Middle,Middle->Middle,March,PK,High,PK->High,C,1,0.032727273,0.9,2,S-M,1
79,HC,8,8,CA,0,7,A,3/6/2011,3/12/2011,11/12/2010,FR,2571,16,4,0.246,3/9/2010,8/12/2010,6,4,2/27/2010,A,Southern California,10,PUBLIC,1,K,8,610,O,0.092,0,East Coast,EXISTING,65,69,2571,1,10/20/2010,10/20/2010,137,137,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,1,0.106557377,0.942028986,4,M-L,1
80,CC,8,8,CA,0,7,A,3/6/2011,3/12/2011,10/1/2010,CP,2389,38,1,0.623,2/18/2010,8/11/2010,1,5,2/18/2010,,Northern California,5,CHD,1,PK,8,864,Q,0.312,1,East Coast,EXISTING,61,66,2389,1,9/2/2010,9/2/2010,185,185,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,1,0.070601852,0.924242424,5,L,1
81,CD,8,8,CA,0,7,A,3/6/2011,3/12/2011,10/1/2010,NA,2049,33,8,0.471,3/23/2010,8/17/2010,5,6,3/17/2010,,Southern California,5,PUBLIC,1,7,12,,O,0.243,1,East Coast,EXISTING,70,76,2049,1,8/30/2010,8/30/2010,188,188,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,C,1,NA,0.921052632,6,,1
82,CD,7,8,TN,1,4,A,3/7/2011,3/10/2011,9/30/2010,FR,1324,41,1,0.774,5/10/2010,8/5/2010,3,5,3/17/2010,,Other,10,CHD,1,PK,8,365,M,0.245,0,East Coast,EXISTING,53,58,1324,1,8/17/2010,8/17/2010,202,202,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,0,0.145205479,0.913793103,5,S-M,0
83,HD,8,8,CA,0,5,A,3/7/2011,3/11/2011,11/1/2010,NA,1984,3,1,0.231,3/26/2010,9/10/2010,3,1,3/26/2010,B,Northern California,5,PUBLIC,1,7,8,511,O,0.154,0,East Coast,EXISTING,13,14,1984,1,9/21/2010,9/21/2010,167,167,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.025440313,0.928571429,1,S-M,1
84,HD,8,8,CA,0,5,A,3/7/2011,3/11/2011,11/1/2010,NA,2267,26,0,0.743,4/21/2010,8/12/2010,0,4,4/9/2010,,Northern California,5,Private non-Christian,1,6,12,372,Q,0.171,0,East Coast,EXISTING,35,39,2267,1,9/30/2010,9/30/2010,158,158,Middle,Middle,Middle->Middle,March,Middle,High,Middle->High,H,1,0.094086022,0.897435897,4,S-M,1
85,HD,7,8,TX,0,5,A,3/7/2011,3/11/2011,11/1/2010,NA,1742,28,11,0.966,1/25/2010,8/20/2010,10,2,1/22/2010,B,Houston,10,PUBLIC,1,6,8,375,M,0.172,0,East Coast,EXISTING,29,31,1742,1,9/13/2010,9/13/2010,175,175,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.077333333,0.935483871,2,S-M,1
86,HD,7,8,AZ,0,5,A,3/7/2011,3/11/2011,10/15/2010,NA,1699,17,2,0.85,3/12/2010,3/12/2010,3,2,3/12/2010,,Other,7,PUBLIC,1,,NA,,,0.1,0,East Coast,NEW,20,22,1699,2,8/31/2010,10/21/2010,188,137,Middle,Middle,Middle->Middle,March,Undefined,Undefined,Undefined->Undefined,H,0,NA,0.909090909,2,,0
87,HC,8,8,MI,0,6,B,3/7/2011,3/12/2011,10/15/2010,NA,1099,50,4,0.676,3/11/2010,8/25/2010,6,7,3/2/2010,B,Other,10,PUBLIC,1,6,8,682,J,0.284,0,East Coast,EXISTING,74,81,1099,1,9/7/2010,9/7/2010,181,181,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.108504399,0.913580247,7,M-L,1
88,HD,9,9,MX,0,6,A,3/7/2011,3/12/2011,6/1/2010,SA,2296,0,0,0,4/1/2010,4/1/2010,14,2,2/25/2010,,Other,7,CHD,0,,NA,,,0,0,East Coast,EXISTING,23,25,2296,0,NA,NA,NA,NA,High,High,High->High,March,Undefined,Undefined,Undefined->Undefined,H,1,NA,0.92,2,,1
89,HD,8,NA,FL,0,4,A,3/8/2011,3/11/2011,11/8/2010,NA,1444,3,1,0.5,4/6/2010,9/9/2010,1,1,4/6/2010,B,Other,10,PUBLIC,1,2,12,2159,O,0.5,0,East Coast,EXISTING,6,7,1444,2,5/11/2010,10/27/2010,301,132,Middle,Undefined,Middle->Undefined,March,Elementary,High,Elementary->High,H,0,0.002779064,0.857142857,1,L,0
90,HD,8,8,FL,1,4,A,3/8/2011,3/11/2011,10/15/2010,NA,1145,22,4,0.688,NA,8/11/2010,7,3,7/1/2010,,Other,5,Private non-Christian,0,PK,12,1100,F,0.25,0,East Coast,EXISTING,32,35,1145,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.029090909,0.914285714,3,L,1
91,SK,7,7,FL,0,4,B,3/8/2011,3/11/2011,10/12/2010,NA,999,18,7,0.783,NA,9/1/2010,7,3,7/2/2010,,Other,7,Private non-Christian,0,PK,12,1100,F,0.13,0,Science,EXISTING,23,26,999,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,PK,High,PK->High,S,1,0.020909091,0.884615385,3,L,1
92,HD,7,8,TX,0,6,A,3/8/2011,3/13/2011,10/15/2010,SA,2096,0,0,0,2/11/2010,2/11/2010,2,4,2/11/2010,,Houston,5,Catholic,0,PK,8,428,D,0,0,East Coast,EXISTING,52,56,2096,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0,0.121495327,0.928571429,4,S-M,1
93,SG,6,6,FL,0,3,B,3/9/2011,3/11/2011,10/15/2010,NA,725,31,0,0.861,NA,9/1/2010,0,3,7/2/2010,,Other,7,Private non-Christian,0,PK,12,1100,F,0.139,0,Science,EXISTING,36,39,725,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,PK,High,PK->High,S,1,0.032727273,0.923076923,3,L,1
94,HD,7,8,LA,1,4,A,3/9/2011,3/12/2011,10/22/2010,NA,1467,34,9,0.708,2/1/2010,8/4/2010,9,4,2/2/2010,B,Other,10,PUBLIC,1,7,8,552,J,0.208,0,East Coast,EXISTING,48,52,1467,1,8/25/2010,8/25/2010,196,196,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.086956522,0.923076923,4,S-M,0
95,HD,8,8,AZ,0,4,A,3/9/2011,3/12/2011,9/20/2010,NA,1630,58,12,0.753,3/23/2010,8/6/2010,12,10,3/20/2010,B,Other,5,PUBLIC,1,7,8,688,P,0.143,0,East Coast,EXISTING,77,87,1630,2,4/28/2010,9/1/2010,315,189,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.111918605,0.885057471,10,M-L,1
96,HD,8,8,IA,0,6,B,3/9/2011,3/14/2011,10/15/2010,NA,1099,16,3,0.5,3/24/2010,8/26/2010,2,2,3/24/2010,B,Other,10,PUBLIC,1,5,8,330,J,0.219,0,East Coast,EXISTING,32,34,1099,1,9/9/2010,9/9/2010,181,181,Middle,Middle,Middle->Middle,March,Elementary,Middle,Elementary->Middle,H,1,0.096969697,0.941176471,2,S,1
97,HC,8,8,CO,0,6,A,3/9/2011,3/14/2011,10/1/2010,NA,1854,18,1,0.514,1/28/2010,8/26/2010,1,3,1/26/2010,,Other,10,CHD,1,K,12,315,M,0.486,0,East Coast,EXISTING,35,38,1854,2,2/22/2010,9/9/2010,380,181,Middle,Middle,Middle->Middle,March,K,High,K->High,H,1,0.111111111,0.921052632,3,S,0
98,HW,7,8,SC,0,3,B,3/10/2011,3/12/2011,10/15/2010,NA,890,6,6,0.4,2/25/2010,9/7/2010,7,1,2/25/2010,C,Other,10,PUBLIC,1,7,8,650,I,0.2,0,East Coast,EXISTING,15,16,890,1,9/13/2010,9/13/2010,178,178,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.023076923,0.9375,1,M-L,0
99,HD,8,8,IL,0,3,A,3/10/2011,3/13/2011,10/22/2010,NA,1163,149,22,0.823,4/26/2010,8/20/2010,20,13,4/24/2010,A,Other,5,PUBLIC,1,7,8,468,Q,0.116,0,East Coast,EXISTING,181,194,1163,1,9/30/2010,9/30/2010,161,161,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.386752137,0.932989691,13,S-M,1
100,HW,NA,NA,TX,0,4,A,3/10/2011,3/13/2011,10/29/2010,NA,1750,42,7,0.857,5/4/2010,8/19/2010,7,4,4/29/2010,,Houston,5,Private non-Christian,1,PK,12,957,Z,0.163,0,East Coast,EXISTING,49,53,1750,1,10/22/2010,10/22/2010,139,139,Undefined,Undefined,Undefined->Undefined,March,PK,High,PK->High,H,0,0.051201672,0.924528302,4,L,1
101,HD,9,9,MN,0,4,A,3/10/2011,3/13/2011,10/15/2010,NA,1445,49,3,0.628,3/26/2010,8/16/2010,4,5,3/20/2010,A,Other,5,PUBLIC,1,6,9,1102,Q,0.269,0,East Coast,EXISTING,78,83,1445,2,9/23/2010,9/24/2010,168,167,High,High,High->High,March,Middle,High,Middle->High,H,1,0.070780399,0.939759036,5,L,1
102,HD,8,9,WI,0,5,A,3/10/2011,3/14/2011,11/22/2010,NA,1229,27,4,0.643,NA,8/24/2010,3,3,7/15/2010,B,Other,10,PUBLIC,1,7,9,780,G,0.167,1,East Coast,EXISTING,42,45,1229,1,10/4/2010,10/4/2010,157,157,Middle,High,Middle->High,March,Middle,High,Middle->High,H,0,0.053846154,0.933333333,3,M-L,1
103,HD,8,8,AZ,0,5,A,3/10/2011,3/14/2011,10/1/2010,NA,2164,12,15,0.667,3/17/2010,8/24/2010,21,3,11/21/2009,,Other,5,Catholic,1,K,8,570,I,0.333,0,East Coast,EXISTING,18,21,2164,2,2/23/2010,8/26/2010,380,196,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,1,0.031578947,0.857142857,3,S-M,0
104,HD,6,6,CA,0,8,A,3/10/2011,3/17/2011,10/1/2010,SA,2630,0,0,0,2/25/2010,2/25/2010,0,4,2/19/2010,,Southern California,4,Private non-Christian,0,PK,6,350,P,0,1,East Coast,EXISTING,36,40,2630,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,1,0.102857143,0.9,4,S-M,1
105,HD,8,8,MS,0,3,A,3/11/2011,3/13/2011,11/15/2010,NA,1149,24,2,0.828,2/11/2010,8/27/2010,3,2,2/11/2010,,Other,5,CHD,1,PK,12,1140,K,0.31,0,East Coast,EXISTING,29,31,1149,1,10/19/2010,10/19/2010,143,143,Middle,Middle,Middle->Middle,March,PK,High,PK->High,H,1,0.025438596,0.935483871,2,L,1
106,HD,6,8,FL,0,4,A,3/11/2011,3/14/2011,10/1/2010,FR,1368,34,7,0.68,4/15/2010,9/30/2010,9,5,4/15/2010,B,Other,10,PUBLIC,0,6,8,1165,K,0.32,0,East Coast,NEW,50,55,1368,0,NA,NA,NA,NA,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.042918455,0.909090909,5,L,1
107,CD,8,12,MN,1,4,A,3/11/2011,3/14/2011,10/29/2010,NA,1299,6,2,0.667,4/22/2010,9/1/2010,2,1,4/21/2010,,Other,10,CHD,1,K,12,452,Q,0.222,0,East Coast,NEW,9,10,1299,2,5/3/2010,9/14/2010,312,178,Middle,High,Middle->High,March,K,High,K->High,C,0,0.019911504,0.9,1,S-M,0
108,HC,7,8,MN,1,5,A,3/11/2011,3/15/2011,11/1/2010,NA,1620,23,3,0.575,2/18/2010,8/9/2010,2,2,1/14/2010,B,Other,10,PUBLIC,1,K,8,700,M,0.3,0,East Coast,EXISTING,40,42,1620,1,9/30/2010,9/30/2010,162,162,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,0,0.057142857,0.952380952,2,M-L,0
109,HN,5,6,AL,0,5,A,3/11/2011,3/15/2011,11/1/2010,NA,1849,13,9,0.52,3/1/2010,8/21/2010,10,4,3/2/2010,C,Other,10,PUBLIC,1,K,8,1590,E,0.16,0,East Coast,EXISTING,25,29,1849,2,4/12/2010,9/2/2010,333,190,Elementary,Middle,Elementary->Middle,March,K,Middle,K->Middle,H,0,0.01572327,0.862068966,4,L,1
110,HD,8,8,TN,0,4,B,3/11/2011,3/16/2011,11/1/2010,NA,1217,13,1,0.619,3/23/2010,8/20/2010,1,1,3/7/2010,,Other,10,Private non-Christian,1,K,12,780,G,0.191,0,East Coast,EXISTING,21,22,1217,1,8/24/2010,8/24/2010,199,199,Middle,Middle,Middle->Middle,March,K,High,K->High,H,1,0.026923077,0.954545455,1,M-L,1
111,HD,6,8,TX,1,6,A,3/11/2011,3/16/2011,9/30/2010,NA,1844,9,2,0.429,2/1/2010,8/3/2010,2,2,1/14/2010,,Houston,10,CHD,1,PK,8,184,A,0.143,0,East Coast,EXISTING,21,23,1844,1,9/2/2010,9/2/2010,190,190,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,H,0,0.114130435,0.913043478,2,S,0
112,HD,8,8,MO,0,4,B,3/11/2011,3/17/2011,10/15/2010,NA,1047,21,2,0.568,3/30/2010,8/17/2010,1,4,11/14/2009,B,Other,10,PUBLIC,1,6,8,760,G,0.324,0,East Coast,EXISTING,37,41,1047,2,4/13/2010,8/31/2010,332,192,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.048684211,0.902439024,4,M-L,1
113,CD,8,8,OR,0,7,A,3/11/2011,3/17/2011,6/1/2010,NA,2277,11,1,0.647,2/22/2010,8/11/2010,1,1,2/19/2010,,Pacific Northwest,10,CHD,1,PK,8,165,H,0.471,1,East Coast,EXISTING,17,18,2277,1,9/22/2010,9/22/2010,170,170,Middle,Middle,Middle->Middle,March,PK,Middle,PK->Middle,C,1,0.103030303,0.944444444,1,S,1
114,HD,8,8,TX,0,4,A,3/12/2011,3/15/2011,11/15/2010,NA,1658,12,3,0.706,2/18/2010,8/16/2010,2,1,2/18/2010,C,Houston,10,PUBLIC,1,6,8,1450,L,0.235,0,East Coast,EXISTING,17,18,1658,1,9/1/2010,9/1/2010,192,192,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.011724138,0.944444444,1,L,1
115,HD,8,8,TX,0,4,A,3/12/2011,3/15/2011,10/15/2010,NA,1463,5,5,0.357,1/28/2010,8/27/2010,5,2,1/28/2010,C,Dallas,10,PUBLIC,1,6,8,995,I,0.071,0,East Coast,EXISTING,14,16,1463,1,9/16/2010,9/16/2010,177,177,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.014070352,0.875,2,L,1
116,HD,8,8,TN,0,4,A,3/12/2011,3/15/2011,10/1/2010,NA,1299,6,7,0.857,5/10/2010,8/27/2010,9,1,5/11/2010,B,Other,10,PUBLIC,1,6,8,923,O,0.143,0,East Coast,NEW,7,8,1299,1,9/28/2010,9/28/2010,165,165,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.007583965,0.875,1,L,1
117,HD,6,8,TX,0,4,A,3/12/2011,3/15/2011,10/15/2010,NA,1703,3,2,0.6,3/11/2010,9/22/2010,4,1,3/10/2010,B,Houston,10,PUBLIC,1,6,8,996,D,0.2,0,East Coast,EXISTING,5,6,1703,1,9/28/2010,9/28/2010,165,165,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.00502008,0.833333333,1,L,1
118,HD,8,8,TX,0,4,A,3/12/2011,3/15/2011,10/8/2010,NA,1467,18,1,0.75,3/1/2010,8/26/2010,2,1,2/27/2010,B,Houston,10,PUBLIC,1,6,8,1249,L,0.208,0,East Coast,EXISTING,24,25,1467,1,9/1/2010,9/1/2010,192,192,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.019215372,0.96,1,L,1
119,HD,7,7,IA,0,4,A,3/12/2011,3/15/2011,10/1/2010,FR,1299,32,2,0.525,4/26/2010,8/2/2010,2,6,4/17/2010,A,Other,10,PUBLIC,1,6,8,760,O,0.279,0,East Coast,NEW,61,67,1299,1,5/27/2010,5/27/2010,289,289,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.080263158,0.910447761,6,M-L,1
120,HD,6,8,TX,0,4,A,3/12/2011,3/15/2011,10/30/2010,NA,1738,2,2,0.5,4/23/2010,4/23/2010,3,1,4/21/2010,C,Houston,10,PUBLIC,1,6,8,900,E,0.5,0,East Coast,NEW,4,5,1738,2,5/11/2010,9/8/2010,305,185,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.004444444,0.8,1,L,0
121,HD,8,8,TX,0,4,A,3/12/2011,3/15/2011,10/1/2010,NA,1637,13,3,0.722,2/16/2010,8/24/2010,3,2,2/17/2010,B,Houston,10,PUBLIC,1,6,8,547,P,0.167,0,East Coast,EXISTING,18,20,1637,1,9/20/2010,9/20/2010,173,173,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.032906764,0.9,2,S-M,1
122,HD,7,8,AZ,0,4,A,3/12/2011,3/15/2011,10/1/2010,NA,1624,9,5,0.692,5/6/2010,8/19/2010,7,2,3/19/2010,C,Other,5,PUBLIC,1,K,8,1266,I,0,0,East Coast,EXISTING,13,15,1624,2,5/18/2010,8/31/2010,298,193,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,0,0.010268562,0.866666667,2,L,1
123,HD,5,6,TX,1,4,A,3/12/2011,3/15/2011,10/15/2010,NA,1435,37,7,0.804,5/14/2010,8/19/2010,9,3,5/14/2010,,Houston,5,CHD,1,1,12,675,A,0.217,0,East Coast,EXISTING,46,49,1435,1,9/16/2010,9/16/2010,177,177,Elementary,Middle,Elementary->Middle,March,Elementary,High,Elementary->High,H,0,0.068148148,0.93877551,3,M-L,0
124,HD,8,8,TX,0,4,A,3/12/2011,3/15/2011,10/15/2010,NA,1650,13,2,0.565,2/11/2010,9/8/2010,4,2,2/4/2010,C,Houston,10,PUBLIC,1,6,8,919,H,0.174,0,East Coast,EXISTING,23,25,1650,2,5/25/2010,9/9/2010,291,184,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.025027203,0.92,2,L,1
125,HD,8,8,TN,0,4,A,3/12/2011,3/15/2011,10/1/2010,NA,1560,10,1,0.833,3/15/2010,8/11/2010,1,1,3/11/2010,B,Other,5,PUBLIC,1,6,8,900,Q,0.25,0,East Coast,EXISTING,12,13,1560,2,5/20/2010,9/23/2010,296,170,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.013333333,0.923076923,1,L,1
126,HD,7,8,AZ,0,4,A,3/12/2011,3/15/2011,10/29/2010,NA,1677,7,6,0.539,NA,8/9/2010,6,1,8/7/2010,C,Other,5,PUBLIC,1,K,8,875,N,0.154,0,East Coast,NEW,13,14,1677,1,8/17/2010,8/17/2010,207,207,Middle,Middle,Middle->Middle,March,K,Middle,K->Middle,H,0,0.014857143,0.928571429,1,L,1
127,HD,8,8,KS,0,4,A,3/12/2011,3/16/2011,11/5/2010,NA,1733,9,1,0.75,5/5/2010,9/17/2010,1,4,4/29/2010,A,Other,5,PUBLIC,1,7,8,638,O,0.417,0,East Coast,EXISTING,12,16,1733,1,9/28/2010,9/28/2010,165,165,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.018808777,0.75,4,M-L,1
128,HD,8,8,TX,0,5,A,3/12/2011,3/16/2011,10/15/2010,FR,1853,11,3,0.647,2/24/2010,8/27/2010,3,2,2/20/2010,B,Houston,10,PUBLIC,1,6,8,1318,P,0.294,0,East Coast,EXISTING,17,19,1853,1,9/14/2010,9/14/2010,179,179,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.012898331,0.894736842,2,L,1
129,HD,7,8,AZ,1,5,A,3/12/2011,3/16/2011,10/22/2010,NA,1859,22,10,0.647,NA,7/7/2010,12,2,7/8/2010,B,Other,5,PUBLIC,1,6,8,743,J,0.177,0,East Coast,NEW,34,36,1859,1,8/19/2010,8/19/2010,205,205,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.045760431,0.944444444,2,M-L,0
130,HD,7,8,TX,0,5,A,3/12/2011,3/16/2011,10/30/2010,NA,1668,23,4,0.677,4/15/2010,8/12/2010,5,4,3/9/2010,C,Dallas,10,PUBLIC,1,7,8,220,D,0.177,0,East Coast,EXISTING,34,38,1668,2,5/18/2010,8/31/2010,298,193,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,0,0.154545455,0.894736842,4,S,0
131,HD,8,8,TX,0,5,A,3/12/2011,3/16/2011,11/1/2010,NA,1891,7,0,0.583,4/23/2010,4/23/2010,1,1,4/20/2010,A,Houston,10,PUBLIC,1,7,8,429,N,0.083,0,East Coast,NEW,12,13,1891,1,5/13/2010,5/13/2010,303,303,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.027972028,0.923076923,1,S-M,0
132,HD,8,8,NM,0,5,A,3/12/2011,3/16/2011,11/1/2010,NA,2021,4,1,0.5,4/9/2010,8/9/2010,9,2,4/8/2010,C,Other,10,PUBLIC,1,6,8,509,B,0,0,East Coast,EXISTING,8,10,2021,1,8/31/2010,8/31/2010,193,193,Middle,Middle,Middle->Middle,March,Middle,Middle,Middle->Middle,H,1,0.015717092,0.8,2,S-M,1
